drugCode,drugName,companyName,drugCategory,diseaseCategory
200500559,글라디엠정1밀리그램(글리메피리드),(주)유한양행,의약품,당뇨
200803973,글라디엠정2밀리그램(글리메피리드),(주)유한양행,의약품,당뇨
200500561,글라디엠정4밀리그람(글리메피리드),(주)유한양행,의약품,당뇨
200607691,글라비스서방정500밀리그람(메트포르민염산염),국제약품(주),의약품,당뇨
200400304,글라비스정(메트포르민염산염),국제약품(주),의약품,당뇨
202001548,글라비스정1000밀리그램(메트포르민염산염),국제약품(주),의약품,당뇨
201801065,"글라지아프리필드펜(인슐린글라진,유전자재조합)",(주)녹십자,생물의약품,당뇨
201206672,글라포민에스알정2/500mg,(주)유한양행,의약품,당뇨
201107226,글라포민엠정1/250 밀리그램,(주)유한양행,의약품,당뇨
201107227,글라포민엠정1/500밀리그램,(주)유한양행,의약품,당뇨
201106982,글라포민엠정2/500밀리그램,(주)유한양행,의약품,당뇨
201107204,글레딘엠정2/500밀리그램,삼진제약(주),의약품,당뇨
200401743,글레딘정(글리메피리드),삼진제약(주),의약품,당뇨
201906153,글레리드정(글리메피리드),독립바이오제약(주),의약품,당뇨
202400626,"글레린듀오서방정2.5/1000밀리그램(리나글립틴,메트포르민)",(주)이든파마,의약품,당뇨
202400627,"글레린듀오서방정5/1000밀리그램(리나글립틴,메트포르민)",(주)이든파마,의약품,당뇨
202001538,글레린듀오정2.5/850밀리그램,(주)이든파마,의약품,당뇨
202001539,글레린듀오정2.5/1000밀리그램,(주)이든파마,의약품,당뇨
202001536,글레린듀오정2.5/500밀리그램,(주)이든파마,의약품,당뇨
202003187,글레린정5밀리그램(리나글립틴),(주)이든파마,의약품,당뇨
201107273,글레아정2/500밀리그램,위더스제약(주),의약품,당뇨
200702697,글레존정(피오글리타존염산염),삼진제약(주),의약품,당뇨
201206836,글로스타정10밀리그램(아토르바스타틴칼슘수화물),(주)한국글로벌제약,의약품,당뇨
201403191,글로스타정20밀리그램(아토르바스타틴칼슘수화물),(주)한국글로벌제약,의약품,당뇨
202102832,글로시타글정100밀리그램(시타글립틴염산염수화물),(주)한국글로벌제약,의약품,당뇨
202102830,글로시타글정25밀리그램(시타글립틴염산염수화물),(주)한국글로벌제약,의약품,당뇨
202102831,글로시타글정50밀리그램(시타글립틴염산염수화물),(주)한국글로벌제약,의약품,당뇨
202300608,글로시타포민서방정100/1000밀리그램,(주)한국글로벌제약,의약품,당뇨
202300606,글로시타포민서방정50/500밀리그램,(주)한국글로벌제약,의약품,당뇨
202300607,글로시타포민서방정50/1000밀리그램,(주)한국글로벌제약,의약품,당뇨
202300847,글로시타포민정50/500밀리그램,(주)한국글로벌제약,의약품,당뇨
202300846,글로시타포민정50/850밀리그램,(주)한국글로벌제약,의약품,당뇨
202300845,글로시타포민정50/1000밀리그램,(주)한국글로벌제약,의약품,당뇨
201402959,글로아스피린장용정100mg(아스피린),(주)한국글로벌제약,의약품,당뇨
201206668,글로엠정,(주)한국글로벌제약,의약품,당뇨
202101421,글로젯정10/10밀리그램,(주)한국글로벌제약,의약품,당뇨
202101422,글로젯정10/20밀리그램,(주)한국글로벌제약,의약품,당뇨
202200047,글로타파정10/100밀리그램,일동제약(주),의약품,당뇨
202007097,글로티카정60밀리그램(티카그렐러),(주)한국글로벌제약,의약품,당뇨
202007772,글로티카정90밀리그램(티카그렐러),(주)한국글로벌제약,의약품,당뇨
202001276,"글로틴듀오정2.5/1000mg(리나글립틴, 메트포르민염산염)",(주)넥스팜코리아,의약품,당뇨
202001274,"글로틴듀오정2.5/500mg(리나글립틴, 메트포르민염산염)",(주)넥스팜코리아,의약품,당뇨
202001275,"글로틴듀오정2.5/850mg(리나글립틴, 메트포르민염산염)",(주)넥스팜코리아,의약품,당뇨
202002013,글로틴정5밀리그램(리나글립틴),(주)넥스팜코리아,의약품,당뇨
201206681,글로포민서방정(메트포르민염산염),(주)한국글로벌제약,의약품,당뇨
202200945,글루다파정10밀리그램(다파글리플로진프로판디올수화물),한올바이오파마(주),의약품,당뇨
202200944,글루다파정5밀리그램(다파글리플로진프로판디올수화물),한올바이오파마(주),의약품,당뇨
202200046,글루듀오정10/100밀리그램,구주제약(주),의약품,당뇨
200307867,글루리아드정500/5밀리그람,(주)대웅제약,의약품,당뇨
200307866,글루리아드정500/2.5밀리그람,(주)대웅제약,의약품,당뇨
202400662,"글루립틴듀오엑스알서방정5/1000밀리그램(리나글립틴,메트포르민염산염)",삼천당제약(주),의약품,당뇨
202400663,"글루립틴듀오엑스알서방정2.5/1000밀리그램(리나글립틴,메트포르민염산염)",삼천당제약(주),의약품,당뇨
202002091,글루립틴듀오정2.5/850밀리그램,삼천당제약(주),의약품,당뇨
202002090,글루립틴듀오정2.5/1000밀리그램,삼천당제약(주),의약품,당뇨
202002038,글루립틴듀오정2.5/500밀리그램,삼천당제약(주),의약품,당뇨
200400817,글루메트정(메트포르민염산염),(주)일화,의약품,당뇨
201502380,글루비아정100mg(시타글립틴인산염수화물),한올바이오파마(주),의약품,당뇨
201106952,글루비엠정2/500밀리그램,알보젠코리아(주),의약품,당뇨
200410943,글루비정(글리메피리드),알보젠코리아(주),의약품,당뇨
201400115,글루세라서방정500mg(메트포르민염산염),삼천당제약(주),의약품,당뇨
200001344,글루세라정500밀리그램(메트포르민염산염),삼천당제약(주),의약품,당뇨
200703870,글루스탑정(피오글리타존염산염),(주)셀트리온제약,의약품,당뇨
202006726,글루스탑정15밀리그램(피오글리타존염산염)(수출용),(주)셀트리온제약,의약품,당뇨
201903743,글루스탑정30밀리그램(피오글리타존염산염),(주)셀트리온제약,의약품,당뇨
202006725,글루스탑정30밀리그램(피오글리타존염산염)(수출용),(주)셀트리온제약,의약품,당뇨
202006757,글루스탑정45밀리그램(피오글리타존염산염)(수출용),(주)셀트리온제약,의약품,당뇨
202202020,글루시타듀오서방정100/1000밀리그램,한올바이오파마(주),의약품,당뇨
202202019,글루시타듀오서방정50/1000밀리그램,한올바이오파마(주),의약품,당뇨
202202018,글루시타듀오서방정50/500밀리그램,한올바이오파마(주),의약품,당뇨
202204577,글루시타듀오정50/500밀리그램,한올바이오파마(주),의약품,당뇨
202204575,글루시타듀오정50/1000밀리그램,한올바이오파마(주),의약품,당뇨
202204576,글루시타듀오정50/850밀리그램,한올바이오파마(주),의약품,당뇨
202101305,글루시타정100밀리그램(시타글립틴염산염수화물),한올바이오파마(주),의약품,당뇨
202101304,글루시타정25밀리그램(시타글립틴염산염수화물),한올바이오파마(주),의약품,당뇨
202101303,글루시타정50밀리그램(시타글립틴염산염수화물),한올바이오파마(주),의약품,당뇨
201402909,글루엠서방정(메트포르민염산염),삼익제약(주),의약품,당뇨
200711320,글루오렌지100액(포도당),맥널티제약(주),의약품,당뇨
201804141,글루젠타정5밀리그램(리나글립틴),삼천당제약(주),의약품,당뇨
198500241,글루코닐정(메트포르민염산염),(주)셀트리온제약,의약품,당뇨
201604291,글루코다운정1000밀리그램(메트포르민염산염),한올바이오파마(주),의약품,당뇨
201604290,글루코다운정250밀리그램(메트포르민염산염),한올바이오파마(주),의약품,당뇨
200400361,글루코다운정500밀리그램(메트포르민염산염),한올바이오파마(주),의약품,당뇨
199900924,글루코바이정100밀리그람(아카보즈),(주)한독,의약품,당뇨
199900925,글루코바이정50밀리그람(아카보즈),(주)한독,의약품,당뇨
200307793,글루코반스정500/2.5밀리그램,머크(주),의약품,당뇨
200307794,글루코반스정500/5밀리그램,머크(주),의약품,당뇨
200301345,글루코젠정500밀리그램(메트포르민염산염),(주)뉴젠팜,의약품,당뇨
201002150,글루코파지엑스알1000밀리그램서방정(메트포르민염산염),머크(주),의약품,당뇨
200511029,글루코파지엑스알서방정(메트포르민염산염),머크(주),의약품,당뇨
200807809,글루코파지정1000밀리그램(메트포르민염산염),머크(주),의약품,당뇨
200401014,글루코파지정250밀리그램(메트포르민염산염),(주)유유제약,의약품,당뇨
200401015,글루코파지정500밀리그램(메트포르민염산염),(주)유유제약,의약품,당뇨
201701004,글루코프리서방정1000밀리그램(메트포르민염산염),한올바이오파마(주),의약품,당뇨
200701403,글루코프리서방정500밀리그램(메트포르민염산염),한올바이오파마(주),의약품,당뇨
200802053,글루코프리서방정750밀리그램(메트포르민염산염),한올바이오파마(주),의약품,당뇨
200704316,글루타존정(피오글리타존염산염),(주)일화,의약품,당뇨
201907031,글루테니어정500mg(메트포르민염산염),주식회사케이에스제약,의약품,당뇨
200711975,글루트롤정500/2.5밀리그램(수출용),(주)비씨월드제약,의약품,당뇨
200711976,글루트롤정500/5밀리그램(수출용),(주)비씨월드제약,의약품,당뇨
201206761,글루파민서방정500밀리그램(메트포르민염산염),아주약품(주),의약품,당뇨
202000161,글루파엑스알서방정1000밀리그램(메트포르민염산염),(주)다림바이오텍,의약품,당뇨
202301018,글루파엑스알서방정500밀리그램(메트포르민염산염),(주)다림바이오텍,의약품,당뇨
202104996,글루파엑스알서방정850밀리그램(메트포르민염산염),(주)다림바이오텍,의약품,당뇨
200101317,"글루파정1,000㎎(메트포르민염산염)",(주)다림바이오텍,의약품,당뇨
200401527,글루파정250mg(메트포르민염산염),(주)다림바이오텍,의약품,당뇨
200301119,글루파정500mg(메트포르민염산염),(주)다림바이오텍,의약품,당뇨
200101309,글루파정850mg(메트포르민염산염),(주)다림바이오텍,의약품,당뇨
200708031,글루파콤비정500/80mg,(주)다림바이오텍,의약품,당뇨
200600049,글루패스트정10밀리그램(미티글리니드칼슘수화물),제이더블유중외제약(주),의약품,당뇨
201500899,글루펜엠정,(주)팜젠사이언스,의약품,당뇨
200402485,글루펜정2mg(글리메피리드),(주)팜젠사이언스,의약품,당뇨
202002740,글루펜정4밀리그램(글리메피리드),(주)팜젠사이언스,의약품,당뇨
201906865,글루포민서방정500mg(메트포르민염산염),(주)보령바이오파마,의약품,당뇨
202200495,글루포비정10/100밀리그램,한올바이오파마(주),의약품,당뇨
201107513,"글루폴민정2/500밀리그램(글리메피리드, 메트포르민염산염)",(주)일화,의약품,당뇨
200400801,글루피드정(글리메피리드),(주)일화,의약품,당뇨
202003902,글루피오정15밀리그램(피오글리타존염산염),(주)팜젠사이언스,의약품,당뇨
201904477,글리다정(글리메피리드),(유)한풍제약,의약품,당뇨
202200215,글리듀오큐정10/100밀리그램,성이바이오제약주식회사,의약품,당뇨
201802982,글리디아정15밀리그램(피오글리타존염산염),(주)다산제약,의약품,당뇨
200607743,글리렙서방정 (메트포르민염산염),(주)바이넥스,의약품,당뇨
202200212,글리로우싯정10/100밀리그램,(주)일화,의약품,당뇨
201109149,글리마릴엠정2/500밀리그램,한국유나이티드제약(주),의약품,당뇨
200201439,글리마릴정(글리메피리드)(수출명:GlipirenTabs.),한국유나이티드제약(주),의약품,당뇨
201603259,글리마엠정2/500밀리그램,(주)에이프로젠바이오로직스,의약품,당뇨
201107530,글리매핀엠정2/500밀리그램,영진약품(주),의약품,당뇨
200300661,글리매핀정(글리메피리드),영진약품(주),의약품,당뇨
201901114,글리맥스정4밀리그램(글리메피리드),익수제약(주),의약품,당뇨
201106950,글리메드엠정2/500밀리그램,일양약품(주),의약품,당뇨
200401285,글리메드정2밀리그램(글리메피리드),일양약품(주),의약품,당뇨
201901767,글리메디정(글리메피리드),(주)인트로바이오파마,의약품,당뇨
201906632,글리메디정4mg(글리메피리드),(주)인트로바이오파마,의약품,당뇨
201107234,글리메론정,동국제약(주),의약품,당뇨
201107173,글리메릴엠정,알리코제약(주),의약품,당뇨
200300604,글리메릴정(글리메피리드),알리코제약(주),의약품,당뇨
201107543,글리메엠정1/250밀리그램,(주)셀트리온제약,의약품,당뇨
201107516,글리메엠정2/500밀리그램,(주)셀트리온제약,의약품,당뇨
201901300,글리메윈정(글리메피리드),코스맥스파마(주),의약품,당뇨
201900246,글리메윈플러스정,코스맥스파마(주),의약품,당뇨
202301975,"글리메자큐정50/1000밀리그램(시타글립틴,메트포르민)",맥널티제약(주),의약품,당뇨
202301973,"글리메자큐정50/500밀리그램(시타글립틴,메트포르민)",맥널티제약(주),의약품,당뇨
202301974,"글리메자큐정50/850밀리그램(시타글립틴,메트포르민)",맥널티제약(주),의약품,당뇨
200300313,글리메정(글리메피리드)(GLIMETablet),(주)셀트리온제약,의약품,당뇨
200612743,글리메정4밀리그램(글리메피리드),(주)셀트리온제약,의약품,당뇨
200402490,글리메츠정(글리메피리드),(주)아이월드제약,의약품,당뇨
201505749,글리메트정50/1000mg,위더스제약(주),의약품,당뇨
201505751,글리메트정50/500mg,위더스제약(주),의약품,당뇨
201505750,글리메트정50/850mg,위더스제약(주),의약품,당뇨
201402185,글리메틴정2밀리그램(글리메피리드),한국유니온제약(주),의약품,당뇨
201307853,글리메프정2밀리그램(글리메피리드),에이치엘비제약(주),의약품,당뇨
201801002,글리메프정4밀리그램(글리메피리드),에이치엘비제약(주),의약품,당뇨
200403269,글리메피드정2mg(글리메피리드),케이엠에스제약(주),의약품,당뇨
201902153,글리메피릴정2mg(글리메피리드),(주)보령바이오파마,의약품,당뇨
201904175,글리메피릴정4밀리그램(글리메피리드),(주)보령바이오파마,의약품,당뇨
201404010,글리메피젠정2밀리그램(글리메피리드),(주)뉴젠팜,의약품,당뇨
201404009,글리메피젠정4밀리그램(글리메피리드),(주)뉴젠팜,의약품,당뇨
201107526,글리멜엠정1/250밀리그램,동아에스티(주),의약품,당뇨
201107272,글리멜엠정2/500밀리그램,동아에스티(주),의약품,당뇨
200400166,글리멜정1mg(글리메피리드),동아에스티(주),의약품,당뇨
200300144,글리멜정2mg(글리메피리드),동아에스티(주),의약품,당뇨
200801332,글리멜정3mg(글리메피리드),동아에스티(주),의약품,당뇨
200801333,글리멜정4mg(글리메피리드),동아에스티(주),의약품,당뇨
200400777,글리멥정(글리메피리드),삼아제약(주),의약품,당뇨
201107515,글리미드엠정,구주제약(주),의약품,당뇨
201403417,글리미드정2mg(글리메피리드),구주제약(주),의약품,당뇨
200301601,글리민정(글리메피리드),경동제약(주),의약품,당뇨
201905506,글리밀엠정2/500mg,대우제약(주),의약품,당뇨
200400660,글리밀정(글리메피리드),대우제약(주),의약품,당뇨
201107512,글리베타엠정,안국약품(주),의약품,당뇨
200401108,글리베타정2밀리그람(글리메피리드),안국약품(주),의약품,당뇨
201203608,글리베타정4밀리그램(글리메피리드),안국약품(주),의약품,당뇨
200806455,글리보스정0.3밀리그램(보글리보스),동국제약(주),의약품,당뇨
201502368,글리비아정100mg(시타글립틴인산염수화물),위더스제약(주),의약품,당뇨
201801420,글리스타엠정,성원애드콕제약(주),의약품,당뇨
202201953,글리시타메트엑스알서방정50/1000밀리그램,(주)동구바이오제약,의약품,당뇨
202201954,글리시타메트엑스알서방정100/1000밀리그램,(주)동구바이오제약,의약품,당뇨
202201952,글리시타메트엑스알서방정50/500밀리그램,(주)동구바이오제약,의약품,당뇨
202204579,글리시타메트정50/850밀리그램,(주)동구바이오제약,의약품,당뇨
202204581,글리시타메트정50/1000밀리그램,(주)동구바이오제약,의약품,당뇨
202204580,글리시타메트정50/500밀리그램,(주)동구바이오제약,의약품,당뇨
202102397,글리시타정100밀리그램(시타글립틴염산염수화물),(주)동구바이오제약,의약품,당뇨
202102396,글리시타정25밀리그램(시타글립틴염산염수화물),(주)동구바이오제약,의약품,당뇨
202102395,글리시타정50밀리그램(시타글립틴염산염수화물),(주)동구바이오제약,의약품,당뇨
202201391,글리앙듀오정5/1000밀리그램,국제약품(주),의약품,당뇨
202201389,글리앙듀오정5/500밀리그램,국제약품(주),의약품,당뇨
202201390,글리앙듀오정5/850밀리그램,국제약품(주),의약품,당뇨
202101825,글리앙정10밀리그램(엠파글리플로진),국제약품(주),의약품,당뇨
202101826,글리앙정25밀리그램(엠파글리플로진),국제약품(주),의약품,당뇨
200704960,글리액트정(피오글리타존염산염),명문제약(주),의약품,당뇨
201107274,글리엠정2/500밀리그램,오스틴제약(주),의약품,당뇨
200802788,글리원정 4밀리그램(글리메피리드),에이치케이이노엔(주),의약품,당뇨
200301128,글리원정2밀리그램(글리메피리드),에이치케이이노엔(주),의약품,당뇨
202301940,글리자누큐정100밀리그램(시타글립틴염산염수화물),맥널티제약(주),의약품,당뇨
202301941,글리자누큐정50밀리그램(시타글립틴염산염수화물),맥널티제약(주),의약품,당뇨
202400633,"글리젠타듀오서방정2.5/1000밀리그램(리나글립틴,메트포르민염산염)",아주약품(주),의약품,당뇨
202400634,"글리젠타듀오서방정5/1000밀리그램(리나글립틴,메트포르민염산염)",아주약품(주),의약품,당뇨
201902224,글리젠타듀오정2.5/500밀리그램,아주약품(주),의약품,당뇨
201902223,글리젠타듀오정2.5/1000밀리그램,아주약품(주),의약품,당뇨
201902225,글리젠타듀오정2.5/850밀리그램,아주약품(주),의약품,당뇨
201801836,글리젠타정5밀리그램(리나글립틴),아주약품(주),의약품,당뇨
200512325,글리큐정(글리메피리드),조아제약(주),의약품,당뇨
201907571,글리킴정(글리메피리드),(주)킴스제약,의약품,당뇨
200703230,글리타정(피오글리타존염산염),풍림무약(주),의약품,당뇨
200703261,글리타존정(피오글리타존염산염),유니메드제약(주),의약품,당뇨
200400124,글리텍정2밀리그램(글리메피리드),동광제약(주),의약품,당뇨
201109280,글리파엠정2/500밀리그램,(주)동구바이오제약,의약품,당뇨
200401494,글리파정(글리메피리드),(주)동구바이오제약,의약품,당뇨
201107225,글리팜엠정1/250밀리그램,일동제약(주),의약품,당뇨
201107003,글리팜엠정2/500밀리그램,일동제약(주),의약품,당뇨
200300284,글리팜정(글리메피리드),일동제약(주),의약품,당뇨
200709818,글리팜정4밀리그램(글리메피리드),일동제약(주),의약품,당뇨
201107224,글리포르민정1/250밀리그램,주식회사제뉴원사이언스,의약품,당뇨
201107176,글리포르민정2/500밀리그램,주식회사제뉴원사이언스,의약품,당뇨
201908552,글리포린정2/500밀리그램,독립바이오제약(주),의약품,당뇨
202000697,"글리포엠정(글리메피리드, 메트포르민염산염)",건일바이오팜주식회사,의약품,당뇨
200401699,글리프릴정(글리메피리드),(주)한국파마,의약품,당뇨
201504970,글리프릴정4mg(글리메피리드),(주)한국파마,의약품,당뇨
202301902,글리플로엠서방정10/500밀리그램,대우제약(주),의약품,당뇨
202300142,글리플로엠서방정10/1000밀리그램,대우제약(주),의약품,당뇨
202204126,글리플로정10밀리그램(다파글리플로진프로판디올수화물),대우제약(주),의약품,당뇨
202005372,글리플로정5mg(다파글리플로진무수유당혼합물),대우제약(주),의약품,당뇨
200404740,글리피드정2mg(글리메피리드),(주)휴온스생명과학,의약품,당뇨
201403458,글리피딘정2mg(글리메피리드),(주)씨엠지제약,의약품,당뇨
201106951,글리피론엠정2/500밀리그램,영일제약(주),의약품,당뇨
201306343,글리피론정2밀리그램(글리메피리드),영일제약(주),의약품,당뇨
200704615,글리피론정4밀리그램(글리메피리드),영일제약(주),의약품,당뇨
200403680,글리피린정(글리메피리드),(주)알피바이오,의약품,당뇨
201307042,글리피온정(글리메피리드),(주)유영제약,의약품,당뇨
201107202,글리필엠정2/500밀리그램,동화약품(주),의약품,당뇨
200300530,글리필정2밀리그램(글리메피리드),동화약품(주),의약품,당뇨
201403732,글피드정(글리메피리드),(주)휴비스트제약,의약품,당뇨
201101041,기네스타정,(주)에이프로젠바이오로직스,의약품,당뇨
200703018,긴화렌주(은행엽건조엑스),(주)하원제약,한약(생약)제제등,당뇨
200710017,깅코주(은행엽건조엑스),주식회사 노바엠헬스케어,한약(생약)제제등,당뇨
202300302,나누당시가정10/100밀리그램,한국휴텍스제약(주),의약품,당뇨
202201881,나누메트엑스알서방정100/1000밀리그램,한국휴텍스제약(주),의약품,당뇨
202201880,나누메트엑스알서방정50/1000밀리그램,한국휴텍스제약(주),의약품,당뇨
202201879,나누메트엑스알서방정50/500밀리그램,한국휴텍스제약(주),의약품,당뇨
202204602,나누메트정50/1000밀리그램,한국휴텍스제약(주),의약품,당뇨
202204600,나누메트정50/500밀리그램,한국휴텍스제약(주),의약품,당뇨
202204601,나누메트정50/850밀리그램,한국휴텍스제약(주),의약품,당뇨
202101257,나누비아정100밀리그램(시타글립틴염산염수화물),한국휴텍스제약(주),의약품,당뇨
202101255,나누비아정25밀리그램(시타글립틴염산염수화물),한국휴텍스제약(주),의약품,당뇨
202101256,나누비아정50밀리그램(시타글립틴염산염수화물),한국휴텍스제약(주),의약품,당뇨
202400607,"나리젠타듀오서방정 5/1000밀리그램(리나글립틴,메트포르민염산염)",(주)팜젠사이언스,의약품,당뇨
202400606,"나리젠타듀오서방정 2.5/1000밀리그램(리나글립틴,메트포르민염산염)",(주)팜젠사이언스,의약품,당뇨
202201810,나리젠타듀오정2.5/500밀리그램,(주)팜젠사이언스,의약품,당뇨
202201811,나리젠타듀오정2.5/1000밀리그램,(주)팜젠사이언스,의약품,당뇨
202201809,나리젠타듀오정2.5/850밀리그램,(주)팜젠사이언스,의약품,당뇨
202004750,나리젠타정5밀리그램(리나글립틴),(주)팜젠사이언스,의약품,당뇨
201110734,너피린주(은행엽엑스)(수출용),(주)마더스제약,한약(생약)제제등,당뇨
201804317,네시나메트정12.5/850밀리그램,(주)셀트리온제약,의약품,당뇨
201501047,네시나메트정12.5/500밀리그램,(주)셀트리온제약,의약품,당뇨
201501048,네시나메트정12.5/1000밀리그램,(주)셀트리온제약,의약품,당뇨
201404896,네시나액트정25/15밀리그램,(주)셀트리온제약,의약품,당뇨
201404897,네시나액트정25/30밀리그램,(주)셀트리온제약,의약품,당뇨
201307579,네시나정12.5밀리그램(알로글립틴벤조산염),(주)셀트리온제약,의약품,당뇨
201307580,네시나정25밀리그램(알로글립틴벤조산염),(주)셀트리온제약,의약품,당뇨
202202299,네오다파정10밀리그램(다파글리플로진프로판디올수화물),(주)녹십자,의약품,당뇨
202204364,네오다파정5밀리그램(다파글리플로진프로판디올수화물),(주)녹십자,의약품,당뇨
201107525,네오마릴엠정1/250밀리그램,(주)종근당,의약품,당뇨
201200975,네오마릴엠정1/500밀리그램,(주)종근당,의약품,당뇨
201107219,네오마릴엠정2/500밀리그램,(주)종근당,의약품,당뇨
200400122,네오마릴정1밀리그램(글리메피리드),(주)종근당,의약품,당뇨
200300104,네오마릴정2밀리그램(글리메피리드),(주)종근당,의약품,당뇨
202101814,네오시타정100밀리그램(시타글립틴염산염수화물),(주)녹십자,의약품,당뇨
202101812,네오시타정25밀리그램(시타글립틴염산염수화물),(주)녹십자,의약품,당뇨
202101813,네오시타정50밀리그램(시타글립틴염산염수화물),(주)녹십자,의약품,당뇨
201701634,네오아토정10밀리그램(아토르바스타틴칼슘수화물),(주)녹십자,의약품,당뇨
